"Kod";"Nazwa";"Rodzaje dróg";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2200000;"POMORSKIE";"inne drogi";"2014";23170,2;"km";"";
2200000;"POMORSKIE";"inne drogi";"2015";22738,1;"km";"";
2200000;"POMORSKIE";"inne drogi";"2016";22565,0;"km";"";
2200000;"POMORSKIE";"inne drogi";"2017";22588,3;"km";"";
2200000;"POMORSKIE";"inne drogi";"2018";22654,1;"km";"";
2200000;"POMORSKIE";"inne drogi";"2019";;"km";"n";
2400000;"ŚLĄSKIE";"ogółem";"2004";24986,2;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2005";25028,4;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2006";25010,0;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2007";24901,2;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2008";24709,8;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2009";25285,1;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2010";25683,8;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2011";26453,3;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2012";25565,8;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2013";27189,4;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2014";25684,7;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2015";25416,6;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2016";25398,8;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2017";24911,2;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2018";24756,4;"km";"";
2400000;"ŚLĄSKIE";"ogółem";"2019";;"km";"n";
2400000;"ŚLĄSKIE";"autostrady";"2004";64,9;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2005";64,9;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2006";72,9;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2007";73,0;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2008";83,5;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2009";99,6;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2010";107,4;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2011";129,9;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2012";168,9;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2013";95,7;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2014";176,4;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2015";176,4;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2016";174,9;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2017";174,9;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2018";174,9;"km";"";
2400000;"ŚLĄSKIE";"autostrady";"2019";;"km";"n";
2400000;"ŚLĄSKIE";"inne drogi";"2004";24921,3;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2005";24963,5;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2006";24937,1;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2007";24828,2;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2008";24626,3;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2009";25185,5;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2010";25576,4;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2011";26323,4;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2012";25396,9;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2013";27093,7;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2014";25508,3;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2015";25240,2;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2016";25223,9;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2017";24736,3;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2018";24581,5;"km";"";
2400000;"ŚLĄSKIE";"inne drogi";"2019";;"km";"n";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2004";16335,9;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2005";16783,4;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2006";16646,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2007";16666,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2008";16798,3;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2009";16823,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2010";16915,8;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2011";17105,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2012";17170,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2013";16583,2;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2014";17181,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2015";17489,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2016";17715,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2017";17516,8;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2018";17491,7;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"2019";;"km";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2004";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2005";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2006";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2007";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2008";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2009";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2010";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2011";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2012";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2013";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2014";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2015";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2016";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2017";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2018";0,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"autostrady";"2019";;"km";"n";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2004";16335,9;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2005";16783,4;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2006";16646,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2007";16666,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2008";16798,3;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2009";16823,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2010";16915,8;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2011";17105,1;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2012";17170,0;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2013";16583,2;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2014";17181,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2015";17489,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2016";17715,6;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2017";17516,8;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2018";17491,7;"km";"";
2600000;"ŚWIĘTOKRZYSKIE";"inne drogi";"2019";;"km";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2004";21638,4;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2005";21649,7;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2006";21519,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2007";21646,4;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2008";21575,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2009";21328,3;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2010";22569,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2011";23081,5;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2012";22917,9;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2013";22553,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2014";22914,2;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2015";22740,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2016";22053,8;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2017";22208,6;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2018";22360,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"2019";;"km";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2004";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2005";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2006";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2007";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2008";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2009";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2010";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2011";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2012";1,2;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2013";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2014";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2015";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2016";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2017";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2018";0,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autostrady";"2019";;"km";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2004";21638,4;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2005";21649,7;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2006";21519,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2007";21646,4;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2008";21575,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2009";21328,3;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2010";22569,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2011";23081,5;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2012";22916,7;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2013";22553,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2014";22914,2;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2015";22740,1;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2016";22053,8;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2017";22208,6;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2018";22360,0;"km";"";
2800000;"WARMIŃSKO-MAZURSKIE";"inne drogi";"2019";;"km";"n";
3000000;"WIELKOPOLSKIE";"ogółem";"2004";39533,0;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2005";39699,2;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2006";39891,1;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2007";40070,3;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2008";40349,1;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2009";40083,6;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2010";40277,4;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2011";39995,2;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2012";40264,1;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2013";40288,1;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2014";40331,3;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2015";40795,3;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2016";40770,6;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2017";40841,0;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2018";41042,1;"km";"";
3000000;"WIELKOPOLSKIE";"ogółem";"2019";;"km";"n";
3000000;"WIELKOPOLSKIE";"autostrady";"2004";149,7;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2005";149,7;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2006";195,3;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2007";195,1;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2008";195,1;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2009";195,1;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2010";195,1;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2011";210,4;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2012";210,4;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2013";210,5;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2014";210,5;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2015";210,5;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2016";210,5;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2017";210,5;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2018";210,4;"km";"";
3000000;"WIELKOPOLSKIE";"autostrady";"2019";;"km";"n";
3000000;"WIELKOPOLSKIE";"inne drogi";"2004";39383,3;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2005";39549,5;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2006";39695,8;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2007";39875,2;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2008";40154,0;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2009";39888,5;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2010";40082,3;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2011";39784,8;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2012";40053,7;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2013";40077,6;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2014";40120,8;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2015";40584,8;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2016";40560,1;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2017";40630,5;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2018";40831,7;"km";"";
3000000;"WIELKOPOLSKIE";"inne drogi";"2019";;"km";"n";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2004";18020,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2005";17522,8;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2006";17673,4;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2007";17862,7;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2008";17947,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2009";18143,5;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2010";18918,2;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2011";19079,5;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2012";19688,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2013";19699,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2014";19692,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2015";19919,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2016";19567,7;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2017";19817,1;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2018";19849,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"ogółem";"2019";;"km";"n";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2004";21,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2005";21,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2006";21,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2007";21,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2008";21,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2009";21,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2010";21,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2011";21,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2012";21,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2013";8,2;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2014";25,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2015";25,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2016";25,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2017";25,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2018";25,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"autostrady";"2019";;"km";"n";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2004";17998,4;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2005";17501,2;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2006";17651,8;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2007";17841,1;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2008";17926,3;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2009";18121,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2010";18896,6;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2011";19057,9;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2012";19666,7;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2013";19690,8;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2014";19667,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2015";19894,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2016";19542,4;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2017";19791,8;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2018";19824,0;"km";"";
3200000;"ZACHODNIOPOMORSKIE";"inne drogi";"2019";;"km";"n";
